# Layer 1 Moyo/Invasion calibration table
# generated_utc=2026-03-13T04:33:29.858151+00:00
# motifs=moyo,invasion tail_moves=15 visits=5
# files_processed=45 files_skipped_no_moves=0 rows=506

motif    | sgf            | mode         | move | clr | coord | dscore | dwr_pct | prank | pprob | own_here | entered | moyo | dmoyo | near_f | adj_f | adj_e | self_lib | enemy_lib | triggers                                                              
moyo     | moyo10.sgf     | game_tail    | 99   | B   | N10   | -0.54  | -2.19   | 4     | 0.000 | 0.772    | N       | 53   | 9     | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo11.sgf     | position_all | 1    | B   | J6    | -0.50  | -0.56   | 0     | 0.385 | 0.795    | N       | 21   | 21    | 2      | 1     | 0     | 6        | 0         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 15   | B   | P5    | -0.04  | -0.40   | 0     | 0.998 | 0.911    | N       | 13   | -4    | 5      | 2     | 0     | 4        | 0         | connection_attempt                                                    
moyo     | moyo12.sgf     | game_tail    | 16   | W   | R3    | 0.01   | -0.35   | 0     | 0.734 | -0.840   | N       | 17   | 4     | 2      | 0     | 1     | 3        | 2         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 17   | B   | P4    | 0.06   | 0.79    | 0     | 0.995 | 0.916    | N       | 14   | -3    | 4      | 1     | 1     | 5        | 1         | atari_created                                                         
moyo     | moyo12.sgf     | game_tail    | 18   | W   | R4    | -0.02  | -0.36   | 0     | 0.993 | -0.863   | N       | 18   | 4     | 5      | 3     | 0     | 5        | 0         | connection_attempt                                                    
moyo     | moyo12.sgf     | game_tail    | 19   | B   | P2    | 0.07   | -0.06   | 0     | 0.790 | 0.823    | N       | 15   | -3    | 2      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 20   | W   | S7    | -0.96  | -9.80   | 2     | 0.000 | -0.318   | N       | 16   | 1     | 3      | 0     | 1     | 3        | 3         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 21   | B   | S8    | 0.04   | 0.85    | 0     | 0.989 | 0.717    | N       | 17   | 1     | 2      | 0     | 1     | 3        | 2         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 22   | W   | T6    | -0.43  | -3.75   | 2     | 0.000 | -0.802   | N       | 17   | 0     | 4      | 0     | 0     | 3        | 0         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 23   | B   | R9    | -0.44  | -3.26   | 1     | 0.432 | 0.904    | N       | 23   | 6     | 3      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 24   | W   | Q2    | 0.05   | 0.55    | 0     | 0.961 | 0.189    | N       | 20   | -3    | 3      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate                        
moyo     | moyo12.sgf     | game_tail    | 25   | B   | P3    | 0.17   | 1.41    | 0     | 0.981 | 0.921    | N       | 23   | 3     | 5      | 3     | 0     | 7        | 0         | connection_attempt                                                    
moyo     | moyo12.sgf     | game_tail    | 26   | W   | N16   | 0.01   | 0.71    | 2     | 0.116 | -0.707   | N       | 20   | -3    | 1      | 0     | 0     | 4        | 0         | tenuki_after_forcing                                                  
moyo     | moyo12.sgf     | game_tail    | 27   | B   | F3    | -0.03  | 0.41    | 1     | 0.209 | 0.650    | N       | 21   | 1     | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing                                                  
moyo     | moyo12.sgf     | game_tail    | 28   | W   | C6    | -0.17  | -1.69   | 1     | 0.000 | -0.728   | N       | 20   | -1    | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo12.sgf     | game_tail    | 29   | B   | F5    | 0.21   | 1.49    | 2     | 0.000 | 0.736    | N       | 21   | 1     | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 72   | W   | O12   | 0.21   | 3.05    | 0     | 0.353 | -0.657   | N       | 43   | -14   | 2      | 0     | 1     | 3        | 3         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 73   | B   | P11   | -0.20  | -2.72   | 0     | 0.467 | 0.795    | N       | 56   | 13    | 2      | 1     | 0     | 5        | 0         | moyo_formed                                                           
moyo     | moyo13.sgf     | game_tail    | 74   | W   | N10   | -0.26  | -4.81   | 3     | 0.000 | -0.775   | N       | 42   | -14   | 2      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 75   | B   | Q5    | -1.33  | -15.92  | 3     | 0.000 | 0.879    | N       | 61   | 19    | 7      | 0     | 2     | 2        | 1         | atari_created,cut_created,local_fight,weak_group_candidate,moyo_formed
moyo     | moyo13.sgf     | game_tail    | 76   | W   | L6    | -0.37  | -4.80   | 2     | 0.000 | -0.592   | N       | 53   | -8    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 77   | B   | L5    | -0.06  | -1.11   | 0     | 0.631 | 0.881    | Y       | 66   | 13    | 2      | 0     | 1     | 3        | 3         | moyo_formed                                                           
moyo     | moyo13.sgf     | game_tail    | 78   | W   | R11   | 0.22   | 2.00    | 2     | 0.205 | -0.752   | N       | 52   | -14   | 2      | 0     | 1     | 3        | 3         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 79   | B   | S12   | -1.13  | -13.74  | 1     | 0.273 | 0.907    | N       | 66   | 14    | 2      | 1     | 0     | 5        | 0         | moyo_formed                                                           
moyo     | moyo13.sgf     | game_tail    | 80   | W   | P13   | 0.02   | 0.65    | 0     | 0.696 | -0.814   | N       | 60   | -6    | 3      | 0     | 1     | 3        | 4         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 81   | B   | Q13   | -0.86  | -9.41   | 2     | 0.296 | 0.962    | N       | 66   | 6     | 5      | 1     | 1     | 5        | 2         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 82   | W   | K6    | -0.91  | -9.87   | 3     | 0.000 | -0.830   | Y       | 60   | -6    | 2      | 1     | 0     | 5        | 0         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 83   | B   | O18   | 0.61   | 7.74    | 1     | 0.189 | 0.896    | N       | 78   | 18    | 3      | 0     | 1     | 3        | 4         | moyo_formed                                                           
moyo     | moyo13.sgf     | game_tail    | 84   | W   | N18   | -0.07  | -0.49   | 0     | 0.873 | -0.814   | N       | 67   | -11   | 2      | 0     | 1     | 3        | 2         | -                                                                     
moyo     | moyo13.sgf     | game_tail    | 85   | B   | P18   | 0.23   | 3.87    | 0     | 0.485 | 0.985    | N       | 78   | 11    | 5      | 2     | 0     | 6        | 0         | connection_attempt,moyo_formed                                        
moyo     | moyo13.sgf     | game_tail    | 86   | W   | G11   | -0.02  | -0.50   | 0     | 0.183 | -0.907   | Y       | 60   | -18   | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo14.sgf     | game_tail    | 17   | B   | Q7    | -0.06  | -0.04   | 0     | 0.705 | 0.845    | N       | 24   | 4     | 2      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate,moyo_formed            
moyo     | moyo14.sgf     | game_tail    | 18   | W   | P6    | -0.11  | -1.34   | 0     | 0.995 | 0.144    | N       | 20   | -4    | 2      | 1     | 0     | 3        | 0         | -                                                                     
moyo     | moyo14.sgf     | game_tail    | 19   | B   | R8    | 0.11   | 0.89    | 0     | 0.635 | 0.064    | N       | 26   | 6     | 2      | 0     | 1     | 3        | 1         | atari_created,moyo_formed                                             
moyo     | moyo14.sgf     | game_tail    | 20   | W   | S7    | 0.06   | 0.84    | 0     | 0.679 | -0.491   | N       | 20   | -6    | 2      | 1     | 0     | 3        | 0         | -                                                                     
moyo     | moyo14.sgf     | game_tail    | 21   | B   | R5    | -0.04  | -0.19   | 0     | 0.790 | 0.958    | N       | 33   | 13    | 4      | 2     | 0     | 5        | 0         | connection_attempt,moyo_formed                                        
moyo     | moyo14.sgf     | game_tail    | 22   | W   | Q8    | -0.12  | -0.97   | 0     | 0.408 | -0.671   | N       | 21   | -12   | 4      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate                        
moyo     | moyo14.sgf     | game_tail    | 23   | B   | P7    | 0.17   | 1.65    | 0     | 0.998 | 0.886    | N       | 29   | 8     | 5      | 1     | 1     | 2        | 2         | weak_group_candidate,moyo_formed                                      
moyo     | moyo14.sgf     | game_tail    | 24   | W   | R9    | -0.12  | -1.46   | 0     | 0.698 | -0.802   | N       | 21   | -8    | 3      | 0     | 1     | 3        | 1         | atari_created                                                         
moyo     | moyo14.sgf     | game_tail    | 25   | B   | P8    | 0.03   | 0.80    | 0     | 0.799 | 0.895    | N       | 31   | 10    | 4      | 1     | 1     | 3        | 1         | atari_created,moyo_formed                                             
moyo     | moyo14.sgf     | game_tail    | 26   | W   | S8    | -0.19  | -1.40   | 0     | 0.719 | -0.804   | N       | 21   | -10   | 5      | 1     | 1     | 5        | 0         | capture                                                               
moyo     | moyo14.sgf     | game_tail    | 27   | B   | P9    | 0.06   | 1.07    | 0     | 0.705 | 0.890    | N       | 46   | 25    | 3      | 1     | 0     | 5        | 0         | moyo_formed                                                           
moyo     | moyo14.sgf     | game_tail    | 28   | W   | R12   | 0.01   | 0.06    | 0     | 0.664 | -0.774   | Y       | 22   | -24   | 0      | 0     | 0     | 4        | 0         | invasion_or_reduction                                                 
moyo     | moyo14.sgf     | game_tail    | 29   | B   | E7    | -0.52  | -4.64   | 3     | 0.000 | 0.723    | N       | 27   | 5     | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing,moyo_formed                                      
moyo     | moyo14.sgf     | game_tail    | 30   | W   | O6    | -0.18  | -0.54   | 0     | 0.384 | 0.277    | N       | 21   | -6    | 3      | 1     | 0     | 4        | 0         | -                                                                     
moyo     | moyo14.sgf     | game_tail    | 31   | B   | M7    | -0.17  | -0.93   | 2     | 0.000 | 0.873    | N       | 27   | 6     | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo2.sgf      | game_tail    | 21   | B   | P16   | -0.01  | -0.20   | 0     | 0.959 | 0.901    | N       | 12   | -9    | 2      | 1     | 0     | 6        | 0         | -                                                                     
moyo     | moyo2.sgf      | game_tail    | 22   | W   | O16   | -0.13  | -1.72   | 1     | 0.247 | -0.596   | N       | 15   | 3     | 2      | 1     | 1     | 5        | 5         | -                                                                     
moyo     | moyo2.sgf      | game_tail    | 23   | B   | P17   | 0.00   | 0.10    | 0     | 0.700 | 0.883    | Y       | 11   | -4    | 3      | 1     | 2     | 5        | 3         | cut_created                                                           
moyo     | moyo2.sgf      | game_tail    | 24   | W   | P18   | 0.06   | 0.85    | 0     | 0.996 | -0.833   | Y       | 14   | 3     | 4      | 0     | 1     | 3        | 4         | -                                                                     
moyo     | moyo2.sgf      | game_tail    | 25   | B   | Q18   | 0.00   | -0.22   | 0     | 0.716 | -0.848   | Y       | 12   | -2    | 4      | 0     | 2     | 2        | 2         | cut_created,weak_group_candidate                                      
moyo     | moyo2.sgf      | game_tail    | 26   | W   | R18   | 0.18   | 1.66    | 0     | 0.993 | -0.906   | Y       | 27   | 15    | 3      | 1     | 1     | 3        | 1         | atari_created,moyo_formed                                             
moyo     | moyo2.sgf      | game_tail    | 27   | B   | O18   | 0.02   | -0.04   | 0     | 0.991 | -0.686   | N       | 13   | -14   | 5      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate                        
moyo     | moyo2.sgf      | game_tail    | 28   | W   | Q19   | 0.05   | -0.13   | 0     | 0.996 | -0.947   | Y       | 29   | 16    | 5      | 0     | 1     | 3        | 0         | capture,moyo_formed                                                   
moyo     | moyo2.sgf      | game_tail    | 29   | B   | O15   | 0.21   | 1.48    | 0     | 0.858 | 0.883    | N       | 14   | -15   | 4      | 0     | 1     | 3        | 2         | -                                                                     
moyo     | moyo2.sgf      | game_tail    | 30   | W   | N18   | 0.00   | 0.18    | 0     | 0.869 | -0.942   | N       | 30   | 16    | 3      | 0     | 1     | 3        | 1         | atari_created,moyo_formed                                             
moyo     | moyo2.sgf      | game_tail    | 31   | B   | N16   | 0.19   | 2.10    | 0     | 0.853 | 0.749    | N       | 15   | -15   | 5      | 0     | 1     | 3        | 1         | atari_created                                                         
moyo     | moyo2.sgf      | game_tail    | 32   | W   | O19   | -0.06  | -0.10   | 1     | 0.707 | -0.975   | N       | 29   | 14    | 5      | 0     | 1     | 3        | 0         | capture,moyo_formed                                                   
moyo     | moyo2.sgf      | game_tail    | 33   | B   | P14   | -0.30  | -2.82   | 4     | 0.000 | 0.927    | N       | 19   | -10   | 5      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo2.sgf      | game_tail    | 34   | W   | D11   | -0.40  | -4.20   | 3     | 0.000 | -0.720   | N       | 31   | 12    | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing,moyo_formed                                      
moyo     | moyo2.sgf      | game_tail    | 35   | B   | K10   | -0.44  | -4.59   | 2     | 0.000 | 0.721    | N       | 23   | -8    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 19   | B   | C17   | -0.33  | -2.98   | 3     | 0.000 | 0.736    | N       | 13   | -8    | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing                                                  
moyo     | moyo3.sgf      | game_tail    | 20   | W   | D17   | -0.02  | -0.38   | 0     | 0.902 | -0.764   | N       | 23   | 10    | 1      | 1     | 1     | 5        | 3         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 21   | B   | C16   | -0.01  | -0.14   | 0     | 0.988 | 0.769    | N       | 16   | -7    | 1      | 1     | 1     | 4        | 4         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 22   | W   | C14   | -0.23  | -2.72   | 1     | 0.161 | -0.748   | N       | 20   | 4     | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 23   | B   | C15   | -0.30  | -2.72   | 1     | 0.322 | 0.889    | N       | 18   | -2    | 2      | 1     | 1     | 5        | 3         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 24   | W   | D15   | -0.04  | -0.13   | 0     | 0.993 | -0.800   | N       | 25   | 7     | 3      | 1     | 1     | 5        | 4         | moyo_formed                                                           
moyo     | moyo3.sgf      | game_tail    | 25   | B   | B14   | 0.02   | 0.13    | 0     | 0.932 | 0.728    | N       | 19   | -6    | 2      | 0     | 1     | 3        | 2         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 26   | W   | N16   | 0.05   | 0.51    | 0     | 0.525 | -0.931   | N       | 27   | 8     | 3      | 1     | 1     | 4        | 5         | moyo_formed                                                           
moyo     | moyo3.sgf      | game_tail    | 27   | B   | Q12   | -0.10  | -1.05   | 3     | 0.247 | 0.790    | N       | 20   | -7    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 28   | W   | C13   | 0.09   | 0.79    | 0     | 0.559 | -0.827   | N       | 25   | 5     | 2      | 1     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo3.sgf      | game_tail    | 29   | B   | B13   | -0.07  | -0.71   | 0     | 0.993 | 0.873    | N       | 20   | -5    | 2      | 1     | 1     | 4        | 3         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 30   | W   | C12   | -0.04  | -0.54   | 0     | 0.966 | -0.812   | N       | 25   | 5     | 2      | 1     | 0     | 5        | 0         | moyo_formed                                                           
moyo     | moyo3.sgf      | game_tail    | 31   | B   | B12   | 0.10   | 0.88    | 1     | 0.167 | 0.929    | N       | 20   | -5    | 2      | 1     | 1     | 5        | 4         | -                                                                     
moyo     | moyo3.sgf      | game_tail    | 32   | W   | C11   | 0.16   | 1.81    | 1     | 0.313 | -0.872   | N       | 27   | 7     | 2      | 1     | 0     | 6        | 0         | moyo_formed                                                           
moyo     | moyo3.sgf      | game_tail    | 33   | B   | J14   | 0.08   | 1.01    | 2     | 0.000 | 0.611    | N       | 21   | -6    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 20   | W   | F3    | 0.09   | 0.62    | 0     | 0.944 | -0.451   | N       | 11   | -11   | 4      | 0     | 1     | 3        | 1         | atari_created                                                         
moyo     | moyo4.sgf      | game_tail    | 21   | B   | D2    | 0.05   | 0.60    | 0     | 0.997 | 0.753    | N       | 20   | 9     | 4      | 0     | 1     | 4        | 0         | capture                                                               
moyo     | moyo4.sgf      | game_tail    | 22   | W   | E2    | -0.05  | -0.58   | 3     | 0.000 | -0.309   | N       | 11   | -9    | 2      | 0     | 2     | 2        | 1         | atari_created,cut_created,weak_group_candidate                        
moyo     | moyo4.sgf      | game_tail    | 23   | B   | C12   | -0.02  | 0.37    | 0     | 0.398 | 0.712    | N       | 4    | -7    | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing                                                  
moyo     | moyo4.sgf      | game_tail    | 24   | W   | R17   | -0.01  | 0.62    | 0     | 0.341 | -0.729   | N       | 11   | 7     | 0      | 0     | 0     | 4        | 0         | tenuki_after_forcing                                                  
moyo     | moyo4.sgf      | game_tail    | 25   | B   | Q17   | -0.03  | -0.12   | 0     | 0.709 | 0.634    | N       | 6    | -5    | 1      | 1     | 1     | 5        | 3         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 26   | W   | R16   | -0.03  | -0.61   | 0     | 0.983 | -0.644   | N       | 11   | 5     | 1      | 1     | 1     | 4        | 4         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 27   | B   | R14   | -0.05  | -0.44   | 0     | 0.787 | 0.795    | N       | 7    | -4    | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 28   | W   | S14   | -0.00  | 0.36    | 1     | 0.230 | -0.664   | N       | 14   | 7     | 1      | 0     | 1     | 3        | 3         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 29   | B   | R13   | 0.06   | 0.17    | 0     | 0.611 | 0.872    | N       | 9    | -5    | 1      | 1     | 0     | 5        | 0         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 30   | W   | S13   | -0.15  | -1.83   | 1     | 0.425 | -0.776   | N       | 17   | 8     | 1      | 1     | 1     | 4        | 4         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 31   | B   | R12   | -0.03  | 0.09    | 0     | 0.966 | 0.870    | N       | 9    | -8    | 2      | 1     | 0     | 6        | 0         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 32   | W   | N3    | -0.25  | -2.25   | 2     | 0.000 | -0.492   | N       | 15   | 6     | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 33   | B   | S12   | -0.07  | 0.07    | 0     | 0.415 | 0.929    | N       | 11   | -4    | 3      | 1     | 1     | 7        | 3         | -                                                                     
moyo     | moyo4.sgf      | game_tail    | 34   | W   | N5    | -0.22  | -2.31   | 1     | 0.194 | -0.721   | N       | 12   | 1     | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo5.sgf      | game_tail    | 44   | W   | O1    | -0.10  | -0.75   | 0     | 0.994 | -0.680   | N       | 12   | -18   | 4      | 0     | 1     | 3        | 0         | capture                                                               
moyo     | moyo5.sgf      | game_tail    | 45   | B   | R2    | -0.07  | 0.06    | 0     | 0.997 | 0.892    | N       | 30   | 18    | 5      | 1     | 1     | 3        | 1         | atari_created,moyo_formed                                             
moyo     | moyo5.sgf      | game_tail    | 46   | W   | P13   | -0.19  | -0.21   | 4     | 0.000 | -0.806   | N       | 12   | -18   | 2      | 0     | 1     | 3        | 4         | tenuki_after_forcing                                                  
moyo     | moyo5.sgf      | game_tail    | 47   | B   | P12   | 0.05   | 0.04    | 0     | 0.700 | 0.727    | N       | 33   | 21    | 2      | 0     | 1     | 3        | 2         | moyo_formed                                                           
moyo     | moyo5.sgf      | game_tail    | 48   | W   | O13   | -0.15  | -1.03   | 1     | 0.528 | -0.854   | N       | 14   | -19   | 3      | 1     | 0     | 4        | 0         | -                                                                     
moyo     | moyo5.sgf      | game_tail    | 49   | B   | O12   | 0.03   | 0.20    | 0     | 0.335 | 0.656    | N       | 34   | 20    | 2      | 1     | 1     | 4        | 3         | moyo_formed                                                           
moyo     | moyo5.sgf      | game_tail    | 50   | W   | N13   | -0.07  | -0.26   | 1     | 0.568 | -0.870   | N       | 15   | -19   | 2      | 1     | 0     | 5        | 0         | -                                                                     
moyo     | moyo5.sgf      | game_tail    | 51   | B   | E13   | 0.26   | 2.60    | 0     | 0.222 | 0.784    | N       | 34   | 19    | 2      | 1     | 1     | 5        | 2         | moyo_formed                                                           
moyo     | moyo5.sgf      | game_tail    | 52   | W   | F13   | -0.03  | 1.05    | 0     | 0.157 | -0.809   | N       | 17   | -17   | 3      | 0     | 1     | 3        | 4         | -                                                                     
moyo     | moyo5.sgf      | game_tail    | 53   | B   | L16   | -0.40  | -1.82   | 1     | 0.252 | 0.355    | N       | 34   | 17    | 1      | 0     | 1     | 3        | 3         | moyo_formed                                                           
moyo     | moyo5.sgf      | game_tail    | 54   | W   | K17   | -0.11  | -0.49   | 0     | 0.501 | -0.847   | N       | 20   | -14   | 1      | 1     | 0     | 5        | 0         | -                                                                     
moyo     | moyo5.sgf      | game_tail    | 55   | B   | N12   | -0.20  | -1.89   | 1     | 0.143 | 0.749    | N       | 35   | 15    | 2      | 1     | 1     | 5        | 4         | moyo_formed                                                           
moyo     | moyo5.sgf      | game_tail    | 56   | W   | M13   | 0.08   | 0.84    | 0     | 0.616 | -0.894   | N       | 25   | -10   | 2      | 1     | 0     | 6        | 0         | -                                                                     
moyo     | moyo5.sgf      | game_tail    | 57   | B   | L11   | -0.14  | -1.79   | 2     | 0.000 | 0.683    | N       | 36   | 11    | 1      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo5.sgf      | game_tail    | 58   | W   | S3    | 0.09   | 0.16    | 2     | 0.000 | 0.879    | N       | 29   | -7    | 2      | 1     | 0     | 3        | 0         | -                                                                     
moyo     | moyo6.sgf      | position_all | 1    | W   | H6    | -1.97  | -13.72  | 3     | 0.000 | -0.790   | N       | 28   | 28    | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo7.sgf      | game_tail    | 5    | B   | P4    | -0.04  | -0.71   | 2     | 0.152 | 0.866    | N       | 6    | 4     | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 6    | W   | R17   | -0.01  | 0.04    | 0     | 0.599 | -0.749   | N       | 3    | -3    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 7    | B   | R16   | -0.08  | 0.09    | 1     | 0.408 | 0.756    | N       | 8    | 5     | 1      | 1     | 1     | 5        | 3         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 8    | W   | Q17   | -0.05  | -0.24   | 0     | 0.977 | -0.696   | N       | 10   | 2     | 1      | 1     | 1     | 4        | 4         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 9    | B   | O17   | 0.03   | -0.11   | 0     | 0.380 | 0.761    | N       | 7    | -3    | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 10   | W   | P17   | -0.11  | -0.93   | 1     | 0.382 | -0.862   | N       | 14   | 7     | 2      | 1     | 1     | 5        | 3         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 11   | B   | P16   | -0.02  | -0.48   | 0     | 0.993 | 0.812    | N       | 10   | -4    | 3      | 1     | 1     | 5        | 4         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 12   | W   | O18   | -0.01  | 0.13    | 0     | 0.976 | -0.732   | N       | 15   | 5     | 2      | 0     | 1     | 3        | 2         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 13   | B   | N16   | -0.34  | -1.91   | 3     | 0.000 | 0.751    | N       | 11   | -4    | 2      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 14   | W   | N18   | 0.02   | 0.02    | 0     | 0.974 | -0.891   | N       | 16   | 5     | 2      | 1     | 0     | 5        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 15   | B   | Q10   | 0.04   | -0.06   | 0     | 0.679 | 0.871    | N       | 13   | -3    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 16   | W   | F3    | 0.09   | 0.94    | 0     | 0.371 | -0.778   | N       | 16   | 3     | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 17   | B   | L4    | 0.05   | 1.23    | 3     | 0.000 | 0.770    | N       | 19   | 3     | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 18   | W   | D10   | -0.02  | -0.18   | 2     | 0.000 | -0.734   | N       | 18   | -1    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo7.sgf      | game_tail    | 19   | B   | N10   | -0.25  | -2.76   | 1     | 0.140 | 0.800    | N       | 30   | 12    | 0      | 0     | 0     | 4        | 0         | moyo_formed                                                           
moyo     | moyo8.sgf      | game_tail    | 13   | B   | N15   | -0.51  | -6.63   | 1     | 0.000 | 0.596    | N       | 7    | -5    | 1      | 1     | 0     | 5        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 14   | W   | N17   | 0.01   | -0.24   | 0     | 0.624 | -0.875   | N       | 11   | 4     | 2      | 1     | 1     | 6        | 4         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 15   | B   | L16   | -0.02  | -0.23   | 2     | 0.144 | 0.645    | N       | 6    | -5    | 2      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 16   | W   | M17   | -0.72  | -8.53   | 2     | 0.000 | -0.912   | N       | 16   | 10    | 3      | 1     | 0     | 8        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 17   | B   | L14   | -0.22  | -2.35   | 2     | 0.000 | 0.791    | N       | 7    | -9    | 3      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 18   | W   | M4    | -0.42  | -2.93   | 4     | 0.000 | -0.486   | N       | 15   | 8     | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 19   | B   | J5    | -0.60  | -5.53   | 3     | 0.000 | 0.718    | N       | 8    | -7    | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 20   | W   | M6    | -0.28  | -2.15   | 2     | 0.000 | -0.594   | N       | 14   | 6     | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 21   | B   | Q7    | -0.24  | -1.70   | 4     | 0.000 | 0.837    | N       | 8    | -6    | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 22   | W   | D15   | -0.52  | -5.15   | 2     | 0.000 | -0.841   | N       | 23   | 15    | 1      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 23   | B   | F5    | -0.79  | -7.24   | 4     | 0.000 | 0.632    | N       | 9    | -14   | 0      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 24   | W   | F3    | 0.13   | 1.84    | 0     | 0.613 | -0.803   | N       | 21   | 12    | 2      | 0     | 0     | 4        | 0         | -                                                                     
moyo     | moyo8.sgf      | game_tail    | 25   | B   | D5    | -0.15  | -2.25   | 4     | 0.000 | 0.590    | N       | 8    | -13   | 1      | 0     | 1     | 3        | 3         | -                                                                     
